Disease;Symptoms;Source
Subacute Combined Degeneration Of Spinal Cord;"['subacute combined degeneration of spinal cord', ""also known as lichtheim's disease"", 'refers to degeneration of the posterior and lateral columns of the spinal cord as a result of vitamin b12 deficiency (most common)', 'vitamin e deficiency', 'and copper deficiency. it is usually associated with pernicious anemia.']";http://dbpedia.org/resource/Subacute_combined_degeneration_of_spinal_cord
Subacute Cutaneous Lupus Erythematosus;"['subacute cutaneous lupus erythematosus (scle) is a clinically distinct subset of cases of lupus erythematosus that is most often present in white women aged 15 to 40', 'consisting of skin lesions that are scaly and evolve as polycyclic annular lesions or plaques similar to those of plaque psoriasis. characteristically the lesions appear in sun-exposed areas such as the vee of the neckline or the forearms', 'but not the face. it may be brought on by sun-sensitizing medications', ""but is usually associated with autoimmune disorders such as rheumatoid arthritis and sjgren's syndrome.""]";http://dbpedia.org/resource/Subacute_cutaneous_lupus_erythematosus
Subacute Thyroiditis;"['subacute thyroiditis is a form of thyroiditis that can be a cause of both thyrotoxicosis and hypothyroidism. it is uncommon and can affect individuals of both sexes and people of all ages. the most common form', 'subacute granulomatous', ""or de quervain's"", 'thyroiditis manifests as a sudden and painful enlargement of the thyroid gland accompanied with fever', 'malaise and muscle aches. indirect evidence has implicated viral infection in the aetiology of subacute thyroiditis. this evidence is limited to preceding upper respiratory tract infection', 'elevated viral antibody levels', 'and both seasonal and geographical clustering of cases. there may be a genetic predisposition.']";http://dbpedia.org/resource/Subacute_thyroiditis
Subarachnoid Hemorrhage;"['subarachnoid hemorrhage (sah) is bleeding into the subarachnoid space  the area between the arachnoid membrane and the pia mater surrounding the brain. symptoms of sah include a severe headache with a rapid onset (""thunderclap headache"")', 'vomiting', 'confusion or a lowered level of consciousness', 'and sometimes seizures. neck stiffness or neck pain area also relatively common.']";http://dbpedia.org/resource/Subarachnoid_hemorrhage
Subclavian Steal Syndrome;['in medicine', 'subclavian steal syndrome (sss)', 'also called subclavian steal phenomenon or subclavian steal steno-occlusive disease', 'is a constellation of signs and symptoms that arise from retrograde (reversed) blood flow in the vertebral artery or the internal thoracic artery', 'due to a proximal stenosis (narrowing) and/or occlusion of the subclavian artery. the arm may be supplied by blood flowing in a retrograde direction down the vertebral artery at the expense of the vertebrobasilar circulation. this is called the subclavian steal. it is more severe than typical vertebrobasilar insufficiency.'];http://dbpedia.org/resource/Subclavian_steal_syndrome
Subconjunctival Hemorrhage;['subconjunctival hemorrhage', 'also known as subconjunctival haemorrhage and hyposphagma', 'is bleeding underneath the conjunctiva. the conjunctiva contains many small', 'fragile blood vessels that are easily ruptured or broken. when this happens', 'blood leaks into the space between the conjunctiva and sclera. whereas a bruise typically appears black or blue underneath the skin', 'a subconjunctival hemorrhage initially appears bright-red underneath the transparent conjunctiva. later', 'the hemorrhage may spread and become green or yellow', 'like a bruise. usually this disappears within 2 weeks.'];http://dbpedia.org/resource/Subconjunctival_hemorrhage
Subcutaneous Emphysema;"['subcutaneous emphysema is when gas or air is in the layer under the skin. subcutaneous refers to the tissue beneath the skin', 'and emphysema refers to trapped air. it is sometimes abbreviated sce or se and also called tissue emphysema', 'or sub q air. since the air generally comes from the chest cavity', 'subcutaneous emphysema usually occurs on the chest', 'neck and face', 'where it is able to travel from the chest cavity along the fascia. subcutaneous emphysema has a characteristic crackling feel to the touch', 'a sensation that has been described as similar to touching rice krispies; this sensation of air under the skin is known as subcutaneous crepitation.']";http://dbpedia.org/resource/Subcutaneous_emphysema
Subcutaneous Fat Necrosis Of The Newborn;['subcutaneous fat necrosis of the newborn (scfn or sfn) is a rare form of lobular panniculitis occurring in newborns that is usually self-remitting and non-recurring. proposed causes include perinatal stress', 'local trauma', 'hypoxia and hypothermia', 'though the exact cause is unknown. it has been suggested that the brown fat seen in newborns is more sensitive to hypoxic injury than fat seen in adults', 'and that such hypoxia', 'usually in the context of a complicated birth', 'leads to the fat necrosis. complications can include hypercalcemia', 'hyperlipidemia and thrombocytopenia', 'and can present months after the onset of scfn symptoms.'];http://dbpedia.org/resource/Subcutaneous_fat_necrosis_of_the_newborn
Subcutaneous Granuloma Annulare;"['subcutaneous granuloma annulare (also known as ""deep granuloma annulare,"" and ""pseudorheumatoid nodule"") is a skin condition of unknown cause', 'most commonly affecting children', 'with girls affected twice as commonly as boys', 'characterized by skin lesions most often on the lower legs.']";http://dbpedia.org/resource/Subcutaneous_granuloma_annulare
Subdural Effusion;['subdural effusion refers to an effusion in the subdural space', 'usually of cerebrospinal fluid. it is sometimes treated with surgery.'];http://dbpedia.org/resource/Subdural_effusion
Subdural Empyema;['subdural empyaema is a form of empyema in the subdural space. bacterial or occasionally fungal infection of the skull bones or air sinuses can spread to the subdural space', 'producing a subdural empyema. the underlying arachnoid and subarachnoid spaces are usually unaffected', 'but a large subdural empyema may produce a mass effect. further', 'a thrombophlebitis may develop in the bridging veins that cross the subdural space', 'resulting in venous occlusion and infarction of the brain. with treatment', 'including surgical drainage', 'resolution of the empyema occurs from the dural side', 'and', 'if it is complete', 'a thickened dura may be the only residual finding. symptoms include those referable to the source of the infection. in addition', 'most patients are febrile', 'with headache and neck stiffness', 'and'];http://dbpedia.org/resource/Subdural_empyema
Subdural Hematoma;['a subdural hematoma (american spelling) or subdural haematoma (british spelling)', 'also known as a subdural haemorrhage (sdh)', 'is a type of hematoma', 'usually associated with traumatic brain injury. blood gathers between the dura mater and the brain.usually resulting from tears in bridging veins which cross the subdural space', 'subdural hemorrhages may cause an increase in intracranial pressure (icp)', 'which can cause compression of and damage to delicate brain tissue. subdural hematomas are often life-threatening when acute. chronic subdural hematomas', 'however', 'have a better prognosis if properly managed.'];http://dbpedia.org/resource/Subdural_hematoma
Subdural Hygroma;['a subdural hygroma is a collection of cerebrospinal fluid (csf)', 'without blood', 'located under the dural membrane. most subdural hygromas are believed to be derived from chronic subdural hematomas. they are commonly seen in elderly patients after minor trauma but can also be seen in children after an infection. one of the common causes of subdural hygroma is a sudden decrease in pressure as a result of placing an ventricular shunt. this can lead to leakage of csf into the subdural space especially in cases with moderate to severe brain atrophy. in these cases the symptoms such as mild fever', 'headache', 'drowsiness and confusion can be seen', 'which are relieved by draining this subdural fluid.'];http://dbpedia.org/resource/Subdural_hygroma
Subependymoma;"['a subependymoma is a type of brain tumor; specifically', 'it is a rare form of ependymal tumor. the prognosis for a subependymoma is better than for most ependymal tumors', 'and is considered a grade i/iv tumor in the world health organization (who) classification. they are classically found within the fourth ventricle', 'typically have a well demarcated interface to normal tissue and do not usually extend into the brain parenchyma', 'like ependymomas often do.']";http://dbpedia.org/resource/Subependymoma
