Disease;Symptoms;Source
Sleep apnea, obstructive;"['excessive daytime sleepiness,loud snoring,observed episodes of breathing cessation during sleep,abrupt awakenings accompanied by gasping or choking,awakening with a dry mouth or sore throat,morning headache,difficulty concentrating during the day,experiencing mood changes, such as depression or irritability,high blood pressure,nighttime sweating,decreased libido,', ""snoring loud enough to disturb your sleep or that of others,waking up gasping or choking,intermittent pauses in your breathing during sleep,excessive daytime drowsiness, which may cause you to fall asleep while you're working, watching television or even driving a vehicle,""]";"https://www.mayoclinic.org/diseases-conditions/obstructive-sleep-apnea/symptoms-causes/syc-20352090"""
Sleep disorders;['insomnia, in which you have difficulty falling asleep or staying asleep throughout the night.,sleep apnea, in which you experience abnormal patterns in breathing while you are asleep. there are several types of sleep apnea.,restless legs syndrome (rls), a type of sleep movement disorder. restless legs syndrome, also called willis-ekbom disease, causes an uncomfortable sensation and an urge to move the legs while you try to fall asleep.,narcolepsy, a condition characterized by extreme sleepiness during the day and falling asleep suddenly during the day.,'];"https://www.mayoclinic.org/diseases-conditions/sleep-disorders/symptoms-causes/syc-20354018"""
Sleep terrors (night terrors);['begin with a frightening scream or shout,sit up in bed and appear frightened,stare wide-eyed,sweat, breathe heavily, and have a racing pulse, flushed face and dilated pupils,kick and thrash,be hard to awaken, and be confused if awakened,be inconsolable,have no or little memory of the event the next morning,possibly, get out of bed and run around the house or have aggressive behavior if blocked or restrained,'];"https://www.mayoclinic.org/diseases-conditions/sleep-terrors/symptoms-causes/syc-20353524"""
Sleep-related eating disorder;['frequent episodes, generally nightly, of eating and drinking in an out-of-control manner,impaired consciousness while preparing and eating food,little or no memory of these actions the next morning,eating high-carbohydrate and high-fat foods or odd combinations of food,possibly eating inedible or toxic substances, such as frozen foods, coffee grounds, cleaning solutions or cigarette butts,possibly experiencing injuries or engaging in dangerous food preparation activities,not being easily awakened or redirected during the episode,experiencing a negative impact on your health from the nighttime eating,'];"https://www.mayoclinic.org/diseases-conditions/sleep-related-eating-disorder/symptoms-causes/syc-20356019"""
Sleepwalking;['get out of bed and walk around,sit up in bed and open his or her eyes,have a glazed, glassy-eyed expression,not respond or communicate with others,be difficult to wake up during an episode,be disoriented or confused for a short time after being awakened,not remember the episode in the morning,have problems functioning during the day because of disturbed sleep,have sleep terrors in addition to sleepwalking,', 'do routine activities, such as getting dressed, talking or eating,leave the house,drive a car,engage in unusual behavior, such as urinating in a closet,engage in sexual activity without awareness,get injured, for example, by falling down the stairs or jumping out a window,become violent during the period of brief confusion immediately after waking or, occasionally, during sleepwalking,'];"https://www.mayoclinic.org/diseases-conditions/sleepwalking/symptoms-causes/syc-20353506"""
Small bowel cancer;['adenocarcinoma,sarcoma, including gastrointestinal stromal tumor (gist),carcinoid tumors,lymphoma,'];"https://www.mayoclinic.org/diseases-conditions/small-bowel-cancer/symptoms-causes/syc-20352497"""
Small bowel prolapse (enterocele);['a pulling sensation in your pelvis that eases when you lie down,a feeling of pelvic fullness, pressure or pain,low back pain that eases when you lie down,a soft bulge of tissue in your vagina,vaginal discomfort and painful intercourse (dyspareunia),'];"https://www.mayoclinic.org/diseases-conditions/enterocele/basics/definition/con-20025707"""
Small vessel disease;['chest pain, squeezing or discomfort (angina), which may worsen during daily activities and times of stress,discomfort in your left arm, jaw, neck, back or abdomen associated with chest pain,shortness of breath,tiredness and lack of energy,'];"https://www.mayoclinic.org/diseases-conditions/small-vessel-disease/symptoms-causes/syc-20352117"""
Smallpox;['fever,overall discomfort,headache,severe fatigue,severe back pain,vomiting, possibly,'];"https://www.mayoclinic.org/diseases-conditions/smallpox/symptoms-causes/syc-20353027"""
Snoring;"[""noise during sleep,excessive daytime sleepiness,difficulty concentrating,morning headaches,sore throat,restless sleep,gasping or choking at night,high blood pressure,chest pain at night,your snoring is so loud it's disrupting your partner's sleep,you wake up choking or gasping,""]";"https://www.mayoclinic.org/diseases-conditions/snoring/basics/definition/con-20031874"""
Social anxiety disorder;['fear of situations in which you may be judged,worrying about embarrassing or humiliating yourself,intense fear of interacting or talking with strangers,fear that others will notice that you look anxious,fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice,avoiding doing things or speaking to people out of fear of embarrassment,avoiding situations where you might be the center of attention,having anxiety in anticipation of a feared activity or event,enduring a social situation with intense fear or anxiety,spending time after a social situation analyzing your performance and identifying flaws in your interactions,expecting the worst possible consequences from a negative experience during a social situation,'];"https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561"""
Soft palate cancer;['soft palate cancer is a type of cancer that begins in the cells of the soft palate. your soft palate is located on the upper portion of the back of your mouth, behind your teeth.'];"https://www.mayoclinic.org/diseases-conditions/soft-palate-cancer/symptoms-causes/syc-20354183"""
Soft tissue sarcoma;['a noticeable lump or swelling,pain, if a tumor presses on nerves or muscles,'];"https://www.mayoclinic.org/diseases-conditions/soft-tissue-sarcoma/basics/definition/con-20033386"""
Solitary fibrous tumor;['solitary fibrous tumors are rare growths of soft tissue cells that can form nearly anywhere in the body.'];"https://www.mayoclinic.org/diseases-conditions/solitary-fibrous-tumors/symptoms-causes/syc-20354200"""
Solitary rectal ulcer syndrome;['signs and symptoms of solitary rectal ulcer syndrome include:,'];"https://www.mayoclinic.org/diseases-conditions/rectal-ulcer/basics/definition/con-20027352"""
Somatic symptom disorder;"[""specific sensations, such as pain or shortness of breath, or more general symptoms, such as fatigue or weakness,unrelated to any medical cause that can be identified, or related to a medical condition such as cancer or heart disease, but more significant than what's usually expected,a single symptom, multiple symptoms or varying symptoms,mild, moderate or severe,"", ""having a high level of worry about potential illness,considering normal physical sensations as a sign of severe physical illness,fearing the medical seriousness of symptoms, even when there is no evidence to support that concern,appraising physical sensations as threatening, harmful or causing problems,feeling that medical evaluation and treatment have not been adequate,fearing that physical activity may cause damage to your body,repeatedly checking your body for abnormalities,frequent health care visits that don't relieve your concerns or that make them worse,being unresponsive to medical treatment or unusually sensitive to medication side effects,having a more severe impairment than would usually be expected related to a medical condition,""]";"https://www.mayoclinic.org/diseases-conditions/somatic-symptom-disorder/basics/definition/con-20124065"""
